iter	Logloss
0	0.667282749
1	0.6418894533
2	0.619676826
3	0.5972935762
4	0.576540454
5	0.5576929494
6	0.5396974079
7	0.5231434965
8	0.5074360581
9	0.4927533333
10	0.4786870029
11	0.4655605218
12	0.453998839
13	0.4426673198
14	0.4324830442
15	0.422344265
16	0.4130319556
17	0.4039985836
18	0.3955540272
19	0.3880514481
20	0.3808013766
21	0.3740021842
22	0.3675164026
23	0.3610004886
24	0.3552144123
25	0.3499805714
26	0.3450293706
27	0.3402661991
28	0.3357092515
29	0.330956188
30	0.3266929034
31	0.3229647238
32	0.3193461997
33	0.3160847954
34	0.3124579296
35	0.3094896563
36	0.3062856652
37	0.3033926377
38	0.300729327
39	0.2983641055
40	0.2960623834
41	0.2935852295
42	0.2913475387
43	0.289136469
44	0.2873808537
45	0.2855619518
46	0.28364529
47	0.281709008
48	0.2801450823
49	0.2787049419
50	0.2770133366
51	0.2755758136
52	0.2743278096
53	0.2730581002
54	0.2717476822
55	0.2705663908
56	0.2693764172
57	0.2680123951
58	0.2668067382
59	0.2656452159
60	0.2646552311
61	0.2637086361
62	0.2627843637
63	0.2618792858
64	0.2611108037
65	0.2601833181
66	0.2593565077
67	0.2585585743
68	0.2578645933
69	0.2570238446
70	0.2562532984
71	0.2554954563
72	0.2547936017
73	0.2542564963
74	0.2536000531
75	0.2528728754
76	0.2522237738
77	0.2515579248
78	0.2509171862
79	0.2503188584
80	0.2497319155
81	0.2492411578
82	0.2485973548
83	0.2481532427
84	0.247690766
85	0.2472652526
86	0.2468353129
87	0.2462914193
88	0.2458801846
89	0.2454422863
90	0.245039968
91	0.2446831887
92	0.2443070021
93	0.2439197287
94	0.2434956197
95	0.2431759739
96	0.242801511
97	0.2424051298
98	0.2420652255
99	0.2417589435
100	0.2414660679
101	0.2411324837
102	0.2408276913
103	0.2405764392
104	0.2403255489
105	0.2399918157
106	0.2397207095
107	0.2394981852
108	0.239240996
109	0.2390092151
110	0.2387612826
111	0.2384971349
112	0.2382796327
113	0.238050533
114	0.2378455435
115	0.2375837791
116	0.2373688731
117	0.2371825248
118	0.2369858131
119	0.2368067851
120	0.2366129462
121	0.2364008492
122	0.2362401431
123	0.2360348344
124	0.2358791717
125	0.2356803321
126	0.2354794921
127	0.2352555847
128	0.2350535105
129	0.2348891018
130	0.2346672798
131	0.2345086592
132	0.2343320997
133	0.2341726492
134	0.2339818108
135	0.2338142313
136	0.2336336499
137	0.2334839881
138	0.2333355819
139	0.2331785999
140	0.2330094032
141	0.2328703814
142	0.2327206558
143	0.2325595029
144	0.2324298231
145	0.2322823532
146	0.2321408629
147	0.2320055013
148	0.2318750979
149	0.2317615695
150	0.2316255907
151	0.2315121474
152	0.2313896176
153	0.231261704
154	0.2311638163
155	0.2310573315
156	0.2309365254
157	0.2308054623
158	0.230704787
159	0.2306002812
160	0.2304810285
161	0.2303629462
162	0.2302567381
163	0.230151445
164	0.2300430238
165	0.2299406247
166	0.2298501638
167	0.2297372738
168	0.2296255541
169	0.2295362423
170	0.2294323749
171	0.2293319762
172	0.2292375785
173	0.2291304766
174	0.2289992007
175	0.2289054626
176	0.2288157677
177	0.2287259664
178	0.2286242271
179	0.2285260202
180	0.2284346655
181	0.2283440981
182	0.2282587656
183	0.2281743694
184	0.2280965913
185	0.2280161532
186	0.2279219469
187	0.2278081206
188	0.2277390459
189	0.2276626297
190	0.2275819575
191	0.227506967
192	0.2274274227
193	0.2273531983
194	0.2272706534
195	0.2272048772
196	0.2271202256
197	0.2270427029
198	0.2269659674
199	0.2268698247
200	0.226800665
201	0.2267204183
202	0.2266471303
203	0.2265759915
204	0.2265092363
205	0.2264250955
206	0.2263467215
207	0.2262685178
208	0.2261875051
209	0.2261179836
210	0.2260529947
211	0.2259827496
212	0.225922038
213	0.2258525165
214	0.225778973
215	0.2257145374
216	0.2256527618
217	0.2255855811
218	0.225516549
219	0.225449198
220	0.2253802936
221	0.2253179008
222	0.2252493156
223	0.2251820923
224	0.2251242109
225	0.2250661593
226	0.2249939778
227	0.2249407141
228	0.2248829391
229	0.2248205889
230	0.2247538125
231	0.2246911431
232	0.2246287078
233	0.2245729118
234	0.224518797
235	0.2244585535
236	0.2243935859
237	0.2243358747
238	0.2242728861
239	0.2242067694
240	0.2241520587
241	0.2240883679
242	0.224039573
243	0.2239742436
244	0.2239213843
245	0.2238556719
246	0.223793343
247	0.2237455695
248	0.2236963065
249	0.223644958
250	0.2235959929
251	0.2235409417
252	0.2234844648
253	0.2234319034
254	0.2233747242
255	0.2233212903
256	0.2232575144
257	0.2231965899
258	0.2231459224
259	0.2230990427
260	0.223036799
261	0.2229718952
262	0.2229150352
263	0.2228642613
264	0.2228213822
265	0.222776737
266	0.2227311766
267	0.2226801261
268	0.222634204
269	0.2225840046
270	0.2225349757
271	0.2224813716
272	0.2224266609
273	0.2223736738
274	0.2223203463
275	0.2222725942
276	0.2222212883
277	0.2221759833
278	0.2221236985
279	0.22207052
280	0.2220277048
281	0.2219859323
282	0.2219388185
283	0.2218917686
284	0.2218462934
285	0.2217990519
286	0.2217585988
287	0.2217096337
288	0.2216638393
289	0.2216205559
290	0.2215842736
291	0.2215363087
292	0.2214880032
293	0.2214394212
294	0.221398436
295	0.2213525565
296	0.2213010803
297	0.2212550306
298	0.2212178333
299	0.221170911
300	0.2211286278
301	0.2210881108
302	0.2210394223
303	0.2210053319
304	0.2209674323
305	0.2209242767
306	0.220884547
307	0.220840987
308	0.2208007041
309	0.2207616767
310	0.220714563
311	0.2206720031
312	0.2206249957
313	0.2205787545
314	0.2205451109
315	0.2204892298
316	0.2204545861
317	0.2204068765
318	0.2203710198
319	0.2203338863
320	0.2202953271
321	0.2202471706
322	0.2202084412
323	0.2201687328
324	0.2201309822
325	0.2200922953
326	0.2200515442
327	0.2200180284
328	0.2199783413
329	0.2199316318
330	0.2198930726
331	0.2198535345
332	0.2198232532
333	0.219788652
334	0.2197492629
335	0.2197138105
336	0.2196714422
337	0.2196328829
338	0.2195863437
339	0.2195375489
340	0.2194971383
341	0.2194563234
342	0.2194257867
343	0.2193881425
344	0.2193507536
345	0.2193118114
346	0.2192833388
347	0.2192469714
348	0.2192043903
349	0.2191697679
350	0.2191280166
351	0.2190886913
352	0.2190560905
353	0.2190140413
354	0.2189743756
355	0.2189439027
356	0.2189099399
357	0.2188759772
358	0.2188375882
359	0.2188046894
360	0.2187687263
361	0.2187343593
362	0.2186934805
363	0.2186629438
364	0.2186278745
365	0.2185947204
366	0.2185559909
367	0.21852156
368	0.2184939599
369	0.2184542516
370	0.2184205654
371	0.2183819636
372	0.2183409147
373	0.2182963332
374	0.218253518
375	0.2182191935
376	0.2181863798
377	0.2181526937
378	0.2181140493
379	0.2180767669
380	0.2180449534
381	0.2180071177
382	0.2179806668
383	0.217942299
384	0.217910592
385	0.2178702239
386	0.2178394957
387	0.2178035752
388	0.2177652713
389	0.217728074
390	0.2176924727
391	0.2176627021
392	0.2176284839
393	0.2175833279
394	0.2175516847
395	0.2175236803
396	0.2174942289
397	0.2174634368
398	0.2174351558
399	0.2174001503
400	0.2173679112
401	0.2173302458
402	0.2172981131
403	0.2172703428
404	0.217235997
405	0.2172029279
406	0.2171662201
407	0.2171370453
408	0.2171014865
409	0.2170730565
410	0.2170423283
411	0.2170088124
412	0.2169807868
413	0.2169497606
414	0.2169240119
415	0.2168889639
416	0.2168598529
417	0.2168271457
418	0.2167924807
419	0.2167626037
420	0.2167360038
421	0.2167043605
422	0.2166698445
423	0.2166412868
424	0.2166137931
425	0.2165864059
426	0.2165661899
427	0.2165351
428	0.2165074361
429	0.216477559
430	0.2164447879
431	0.2164117828
432	0.2163844806
433	0.2163561996
434	0.216325365
